"sample-000303.wav,i don't know you from adam,1,0,twenties,male,us,1968.0"
"sample-000516.wav,this is for you,1,0,nan,nan,nan,1704.0"
"sample-001169.wav,break this crowd up,1,0,nan,nan,nan,1968.0"
"sample-001417.wav,let me tell you what will happen,2,0,nan,nan,nan,1968.0"
"sample-001598.wav,what did you say,1,0,twenties,male,nan,1632.0"
"sample-001703.wav,give it to me,1,0,nan,nan,nan,1872.0"
"sample-002296.wav,she didn't have one,1,0,thirties,male,australia,1944.0"
"sample-002813.wav,we're going to shoot the works,2,0,teens,male,us,1920.0"
"sample-002854.wav,was it my fault,2,0,twenties,male,nan,1944.0"
"sample-002912.wav,come on in the office here,1,0,nan,nan,nan,1944.0"
"sample-003983.wav,i'll tell you why they did it,1,0,nan,nan,nan,1896.0"
"sample-004321.wav,how do you feel,1,0,thirties,male,us,1896.0"
"sample-004772.wav,they're closing in on you,2,0,twenties,male,us,1776.0"
"sample-004800.wav,watch over her tonight,1,0,teens,male,us,1824.0"
"sample-004968.wav,they'll believe him,2,0,fourties,male,us,1800.0"
"sample-005497.wav,don't take any chances,1,0,nan,nan,nan,1752.0"
"sample-006137.wav,i don't know where to go,1,0,nan,nan,nan,1824.0"
"sample-006620.wav,the boss sent me over with it,2,0,teens,male,england,1680.0"
"sample-006936.wav,what difference does that make,1,0,nan,nan,nan,1776.0"
"sample-007417.wav,who did you talk to,3,0,nan,nan,nan,1824.0"
"sample-008518.wav,wait for the signal,1,0,nan,nan,nan,1656.0"
"sample-008519.wav,i had that right here,1,0,nan,nan,nan,1752.0"
"sample-008701.wav,they said nothing else,4,0,nan,nan,nan,1704.0"
"sample-009876.wav,i hope it works,1,0,nan,nan,us,1896.0"
"sample-010080.wav,but he had to move on,1,0,fourties,male,us,1752.0"
"sample-010722.wav,we speak of them only to children,6,0,fourties,male,us,1968.0"
"sample-011174.wav,he disappeared into the tent,2,0,nan,nan,nan,1896.0"
"sample-011476.wav,you have no car,1,0,sixties,male,england,1824.0"
"sample-011531.wav,i've already told you,5,0,teens,female,us,1632.0"
"sample-012055.wav,i should have been there,1,0,thirties,male,england,1968.0"
"sample-013617.wav,i need a drink,1,0,nan,nan,nan,1944.0"
"sample-014577.wav,you want the moon,1,0,nan,nan,nan,1704.0"
"sample-015501.wav,life is complicated,1,0,nan,nan,nan,1776.0"
"sample-018067.wav,how do you like her,1,0,nan,nan,nan,1944.0"
"sample-018375.wav,just thirty short days,2,0,teens,male,england,1728.0"
"sample-019391.wav,don't say that again,3,0,thirties,male,england,1896.0"
"sample-019644.wav,it is up there,2,0,twenties,male,us,1704.0"
"sample-020089.wav,when did you get back,2,0,nan,nan,nan,1776.0"
"sample-021289.wav,one of my best reporters,1,0,teens,male,england,1920.0"
"sample-021951.wav,we can't leave greg here,1,0,twenties,male,us,1944.0"
"sample-022017.wav,what was all that,1,0,nan,nan,us,1632.0"
"sample-023169.wav,but you were a little girl,2,0,nan,nan,nan,1944.0"
"sample-023677.wav,what's that book you've got there,1,0,twenties,male,us,1968.0"
"sample-023776.wav,what else are you,1,0,nan,nan,nan,1896.0"
"sample-024025.wav,we didn't steal it,1,0,nan,nan,nan,1872.0"
"sample-024342.wav,has he been here,1,0,nan,nan,nan,1896.0"
"sample-025540.wav,how can you tell,2,0,nan,nan,nan,1824.0"
"sample-025553.wav,the boy was relieved,3,0,fourties,male,scotland,1992.0"
"sample-025819.wav,my name's heather,1,0,nan,nan,nan,1776.0"
"sample-027121.wav,it was a very warm october,1,0,thirties,male,australia,1776.0"
"sample-028954.wav,i'll talk to you tonight,3,0,twenties,male,us,1824.0"
"sample-030849.wav,where are you going,2,0,nan,nan,nan,1752.0"
"sample-032499.wav,what's for dinner tonight,3,0,twenties,male,nan,1632.0"
"sample-033015.wav,how much was it again,2,0,teens,male,us,1704.0"
"sample-033459.wav,get me my check book,1,0,fifties,male,nan,1992.0"
"sample-033932.wav,who do you think writes them,1,0,nan,nan,nan,1800.0"
"sample-034060.wav,christopher was confused,3,0,twenties,male,us,1920.0"
"sample-034107.wav,i just wanted to be sure,2,0,nan,nan,nan,1632.0"
"sample-035039.wav,maybe that's why they came,1,0,nan,nan,nan,1656.0"
"sample-035394.wav,step right up here,3,0,twenties,male,nan,1920.0"
"sample-036239.wav,thomas went to war,1,0,nan,nan,nan,1656.0"
"sample-036511.wav,you're still a good reporter,1,0,nan,nan,nan,1824.0"
"sample-036517.wav,judge debra sent me,1,0,teens,male,us,1848.0"
"sample-037779.wav,look at those shoulders,1,0,twenties,male,nan,1728.0"
"sample-037800.wav,i've got a weakness,3,0,twenties,male,nan,1824.0"
"sample-037901.wav,thank you said the boy,10,1,nan,nan,nan,1752.0"
"sample-038195.wav,how'd you get out,1,0,nan,nan,nan,1896.0"
"sample-038354.wav,i won't ever tell a soul,2,0,nan,nan,nan,1968.0"
"sample-038554.wav,you may kiss my hand,2,0,nan,nan,nan,1968.0"
"sample-038744.wav,i'm trying to prove it,1,0,nan,nan,nan,1656.0"
"sample-040713.wav,we've got to get bail,4,0,seventies,male,us,1944.0"
"sample-042016.wav,tell them mrs craig is here,2,0,thirties,male,australia,1656.0"
"sample-042483.wav,then get out of here,1,0,thirties,female,england,1824.0"
"sample-045707.wav,gentlemen of the press,1,0,twenties,male,england,1848.0"
"sample-045864.wav,you're losing your eye,1,0,nan,nan,nan,1680.0"
"sample-046266.wav,then stop acting like one,1,0,fifties,male,australia,1896.0"
