cv-valid-train/sample-070018.mp3,ogilvy watched till one and then gave up,3,1,twenties,male,nan,3984.0
cv-valid-train/sample-070064.mp3,no one seemed to have thought about it that night,2,0,nan,nan,nan,3408.0
cv-valid-train/sample-070169.mp3,i was impatient to see it opened,7,0,nan,nan,nan,3648.0
cv-valid-train/sample-070173.mp3,people said that gypsies spent their lives tricking others,3,0,nan,nan,nan,3504.0
cv-valid-train/sample-070205.mp3,and finally the falcon returned with their meal,2,1,nan,nan,nan,3696.0
cv-valid-train/sample-070640.mp3,of course it's the place,1,0,nan,nan,nan,3384.0
cv-valid-train/sample-070658.mp3,so how will we name all these hurricanes,4,0,teens,male,nan,3984.0
cv-valid-train/sample-070807.mp3,i'm going away he said,2,0,thirties,male,us,3144.0
cv-valid-train/sample-070850.mp3,i thought the unscrewing might be automatic,11,0,nan,nan,nan,3552.0
cv-valid-train/sample-070854.mp3,he told them all to be seated,2,0,nan,nan,nan,3504.0
cv-valid-train/sample-070857.mp3,they'd never let you go,1,0,nan,nan,nan,3096.0
cv-valid-train/sample-070880.mp3,this is what i wished for,1,0,twenties,male,indian,3792.0
cv-valid-train/sample-070984.mp3,there are no words to describe how difficult that day was,1,0,nan,nan,nan,3744.0
cv-valid-train/sample-071021.mp3,and he knew that egypt was in africa,1,0,nan,nan,nan,3072.0
cv-valid-train/sample-071077.mp3,the shepherd swore that he would,6,0,nan,male,us,3384.0
cv-valid-train/sample-071145.mp3,we'll just start by impounding the post property,2,0,twenties,male,nan,3720.0
cv-valid-train/sample-071156.mp3,ogilvy watched till one and then gave up,1,0,nan,nan,nan,3264.0
cv-valid-train/sample-071351.mp3,certainly i'm sure i'm comfortable,2,1,nan,nan,nan,3864.0
cv-valid-train/sample-071355.mp3,have you any idea what these things cost over here,1,0,nan,nan,nan,3456.0
cv-valid-train/sample-071664.mp3,i'm going to them,7,0,fifties,female,canada,3336.0
cv-valid-train/sample-071737.mp3,you've got lipstick all over your mouth,1,0,twenties,female,indian,3648.0
cv-valid-train/sample-071884.mp3,but they were not there,3,0,nan,nan,nan,3504.0
cv-valid-train/sample-071924.mp3,mars is almost uninhabitable,2,0,fourties,female,england,3096.0
cv-valid-train/sample-071932.mp3,when you start to eat like this something is the matter,1,0,nan,nan,nan,3624.0
cv-valid-train/sample-071953.mp3,from here on you will be alone the alchemist said,3,0,thirties,female,us,3864.0
cv-valid-train/sample-071980.mp3,lighthouses in a foggy world,1,0,nan,nan,nan,3648.0
cv-valid-train/sample-072091.mp3,i know you're anxious to make a train,2,0,nan,nan,nan,3624.0
cv-valid-train/sample-072209.mp3,i'm already used to the way things are,1,0,nan,nan,nan,3816.0
cv-valid-train/sample-072393.mp3,why didn't you ask neal about it,2,0,nan,nan,nan,3984.0
cv-valid-train/sample-072460.mp3,it was a pleasant change from talking to his sheep,3,0,nan,nan,nan,3696.0
cv-valid-train/sample-072504.mp3,i have already found my treasure,6,0,nan,nan,nan,3672.0
cv-valid-train/sample-072587.mp3,hundreds must have seen it and taken it for a falling star,5,0,nan,nan,nan,3936.0
cv-valid-train/sample-072688.mp3,they don't like those articles i've been writing,1,0,twenties,male,ireland,3576.0
cv-valid-train/sample-073069.mp3,the shepherd swore that he would,1,0,nan,nan,nan,3624.0
cv-valid-train/sample-073080.mp3,the woman was silent for some time,2,0,nan,nan,nan,3144.0
cv-valid-train/sample-073125.mp3,the concrete was covered in moss,1,0,twenties,female,us,3144.0
cv-valid-train/sample-073189.mp3,i'd like you to take me there if you can,2,1,twenties,other,us,3768.0
cv-valid-train/sample-073230.mp3,what's your name he asked,2,0,fourties,male,nan,3048.0
cv-valid-train/sample-073309.mp3,the boy preferred wine,3,0,nan,nan,nan,3000.0
cv-valid-train/sample-073314.mp3,my keychain is heavy and awkward to carry in my pocket,3,0,fifties,female,us,3672.0
cv-valid-train/sample-073371.mp3,you already know all you need to know,5,0,nan,nan,nan,3912.0
cv-valid-train/sample-073375.mp3,there was very little talking,5,0,teens,female,us,3336.0
cv-valid-train/sample-073417.mp3,they went to the kitchen at the back of the monastery,3,0,nan,nan,nan,3696.0
cv-valid-train/sample-073491.mp3,i've just sworn in four hundred deputies,1,0,nan,nan,nan,3888.0
cv-valid-train/sample-073495.mp3,something inside the cylinder was unscrewing the top,3,0,teens,male,us,3696.0
cv-valid-train/sample-073541.mp3,we lit the lantern and walked over to his house,7,0,twenties,female,us,3912.0
cv-valid-train/sample-073803.mp3,we're a couple of financial wizards,1,0,twenties,male,nan,3168.0
cv-valid-train/sample-073815.mp3,he disappeared into the tent,1,0,nan,nan,nan,3576.0
cv-valid-train/sample-073896.mp3,the sword remained where it was,1,0,nan,nan,nan,3624.0
cv-valid-train/sample-073942.mp3,he thought of all the married shepherds he had known,3,0,fifties,male,us,3816.0
cv-valid-train/sample-074026.mp3,any minute now we could be assassinated,2,0,teens,male,canada,3192.0
cv-valid-train/sample-074048.mp3,the man looked at him without responding,1,0,nan,nan,nan,3600.0
cv-valid-train/sample-074129.mp3,at the camp it was difficult to see anything,2,0,nan,nan,nan,3744.0
